datetime,open,high,low,close,volume
2024-07-10 21:23:00-04:00,57497.59375,57497.59375,57497.59375,57497.59375,16852992.0
2024-07-10 21:27:00-04:00,57555.109375,57555.109375,57555.109375,57555.109375,299008.0
2024-07-10 21:29:00-04:00,57524.2578125,57524.2578125,57524.2578125,57524.2578125,7264256.0
2024-07-10 21:39:00-04:00,57798.7265625,57798.7265625,57798.7265625,57798.7265625,450560.0
2024-07-10 21:40:00-04:00,57816.39453125,57816.39453125,57816.39453125,57816.39453125,16537600.0
2024-07-10 21:41:00-04:00,57819.109375,57819.109375,57819.109375,57819.109375,48048128.0
2024-07-10 21:42:00-04:00,57815.81640625,57815.81640625,57815.81640625,57815.81640625,6029312.0
2024-07-10 21:43:00-04:00,57888.26953125,57888.26953125,57888.26953125,57888.26953125,10768384.0
2024-07-10 21:45:00-04:00,58018.875,58018.875,58018.875,58018.875,27084800.0
2024-07-10 21:47:00-04:00,58005.1796875,58005.1796875,58005.1796875,58005.1796875,81377280.0
2024-07-10 21:48:00-04:00,58026.28125,58026.28125,58026.28125,58026.28125,2189312.0
2024-07-10 21:50:00-04:00,58332.49609375,58332.49609375,58332.49609375,58332.49609375,64755712.0
2024-07-10 21:51:00-04:00,58292.80859375,58292.80859375,58292.80859375,58292.80859375,35139584.0
2024-07-10 21:54:00-04:00,58222.62890625,58222.62890625,58222.62890625,58222.62890625,2476032.0
2024-07-10 21:55:00-04:00,58153.515625,58153.515625,58153.515625,58153.515625,10557440.0
2024-07-10 21:57:00-04:00,58225.921875,58225.921875,58225.921875,58225.921875,52563968.0
2024-07-10 21:59:00-04:00,58318.515625,58318.515625,58318.515625,58318.515625,1058816.0
2024-07-10 22:00:00-04:00,58295.1484375,58295.1484375,58295.1484375,58295.1484375,52262912.0
2024-07-10 22:01:00-04:00,58294.63671875,58294.63671875,58294.63671875,58294.63671875,4423680.0
2024-07-10 22:02:00-04:00,58265.5,58265.5,58265.5,58265.5,40939520.0
2024-07-10 22:03:00-04:00,58213.86328125,58213.86328125,58213.86328125,58213.86328125,952320.0
2024-07-10 22:04:00-04:00,58182.94140625,58182.94140625,58182.94140625,58182.94140625,4816896.0
2024-07-10 22:06:00-04:00,58133.87109375,58133.87109375,58133.87109375,58133.87109375,944128.0
2024-07-10 22:10:00-04:00,58041.94140625,58041.94140625,58041.94140625,58041.94140625,1558528.0
2024-07-10 22:11:00-04:00,58052.85546875,58052.85546875,58052.85546875,58052.85546875,24731648.0
2024-07-10 22:14:00-04:00,58066.01171875,58066.01171875,58066.01171875,58066.01171875,8480768.0
2024-07-10 22:15:00-04:00,58052.40625,58052.40625,58052.40625,58052.40625,1325056.0
2024-07-10 22:17:00-04:00,57779.078125,57779.078125,57779.078125,57779.078125,10483712.0
2024-07-10 22:21:00-04:00,57830.453125,57830.453125,57830.453125,57830.453125,31397888.0
2024-07-10 22:22:00-04:00,57888.60546875,57888.60546875,57888.60546875,57888.60546875,6586368.0
2024-07-10 22:25:00-04:00,57910.50390625,57910.50390625,57910.50390625,57910.50390625,10326016.0
2024-07-10 22:26:00-04:00,57932.4609375,57932.4609375,57932.4609375,57932.4609375,28430336.0
2024-07-10 22:27:00-04:00,57959.81640625,57959.81640625,57959.81640625,57959.81640625,3545088.0
2024-07-10 22:28:00-04:00,57947.890625,57947.890625,57947.890625,57947.890625,2721792.0
2024-07-10 22:29:00-04:00,57962.63671875,57962.63671875,57962.63671875,57962.63671875,21286912.0
2024-07-10 22:30:00-04:00,58014.28125,58014.28125,58014.28125,58014.28125,6608896.0
2024-07-10 22:32:00-04:00,57892.03125,57892.03125,57892.03125,57892.03125,9744384.0
2024-07-10 22:34:00-04:00,57952.00390625,57952.00390625,57952.00390625,57952.00390625,2131968.0
2024-07-10 22:35:00-04:00,57949.125,57949.125,57949.125,57949.125,16984064.0
2024-07-10 22:36:00-04:00,57925.78515625,57925.78515625,57925.78515625,57925.78515625,3174400.0
2024-07-10 22:38:00-04:00,57889.72265625,57889.72265625,57889.72265625,57889.72265625,2525184.0
2024-07-10 22:41:00-04:00,57825.9765625,57825.9765625,57825.9765625,57825.9765625,5832704.0
2024-07-10 22:42:00-04:00,57876.42578125,57876.42578125,57876.42578125,57876.42578125,1073152.0
2024-07-10 22:44:00-04:00,57871.5078125,57871.5078125,57871.5078125,57871.5078125,13826048.0
2024-07-10 22:45:00-04:00,57850.890625,57850.890625,57850.890625,57850.890625,2281472.0
2024-07-10 22:50:00-04:00,57843.6796875,57843.6796875,57843.6796875,57843.6796875,1515520.0
2024-07-10 22:51:00-04:00,57850.73046875,57850.73046875,57850.73046875,57850.73046875,2027520.0
2024-07-10 22:52:00-04:00,57860.26171875,57860.26171875,57860.26171875,57860.26171875,4759552.0
2024-07-10 22:53:00-04:00,57891.33203125,57891.33203125,57891.33203125,57891.33203125,3565568.0
2024-07-10 22:54:00-04:00,57890.2734375,57890.2734375,57890.2734375,57890.2734375,14589952.0
2024-07-10 22:56:00-04:00,57910.41796875,57910.41796875,57910.41796875,57910.41796875,8091648.0
2024-07-10 22:57:00-04:00,57868.59765625,57868.59765625,57868.59765625,57868.59765625,241664.0
2024-07-10 22:58:00-04:00,57886.34375,57886.34375,57886.34375,57886.34375,1386496.0
2024-07-10 22:59:00-04:00,57863.3359375,57863.3359375,57863.3359375,57863.3359375,3348480.0
2024-07-10 23:01:00-04:00,57880.3359375,57880.3359375,57880.3359375,57880.3359375,518144.0
2024-07-10 23:06:00-04:00,57815.94140625,57815.94140625,57815.94140625,57815.94140625,450560.0
2024-07-10 23:08:00-04:00,57651.37109375,57651.37109375,57651.37109375,57651.37109375,9256960.0
2024-07-10 23:09:00-04:00,57644.1796875,57644.1796875,57644.1796875,57644.1796875,5857280.0
2024-07-10 23:10:00-04:00,57653.2734375,57653.2734375,57653.2734375,57653.2734375,1890304.0
2024-07-10 23:11:00-04:00,57613.0625,57613.0625,57613.0625,57613.0625,56719360.0
2024-07-10 23:12:00-04:00,57602.36328125,57602.36328125,57602.36328125,57602.36328125,3979264.0
2024-07-10 23:13:00-04:00,57611.50390625,57611.50390625,57611.50390625,57611.50390625,13490176.0
2024-07-10 23:14:00-04:00,57603.29296875,57603.29296875,57603.29296875,57603.29296875,29296640.0
2024-07-10 23:15:00-04:00,57619.078125,57619.078125,57619.078125,57619.078125,2015232.0
2024-07-10 23:16:00-04:00,57632.734375,57632.734375,57632.734375,57632.734375,3573760.0
2024-07-10 23:17:00-04:00,57653.93359375,57653.93359375,57653.93359375,57653.93359375,3018752.0
2024-07-10 23:19:00-04:00,57464.8203125,57464.8203125,57464.8203125,57464.8203125,36331520.0
2024-07-10 23:20:00-04:00,57268.859375,57268.859375,57268.859375,57268.859375,10926080.0
2024-07-10 23:21:00-04:00,57234.2265625,57234.2265625,57234.2265625,57234.2265625,16384000.0
2024-07-10 23:22:00-04:00,57120.37890625,57120.37890625,57120.37890625,57120.37890625,19587072.0
2024-07-10 23:23:00-04:00,57172.375,57172.375,57172.375,57172.375,71596032.0
2024-07-10 23:24:00-04:00,57352.0234375,57352.0234375,57352.0234375,57352.0234375,14057472.0
2024-07-10 23:25:00-04:00,57342.40625,57342.40625,57342.40625,57342.40625,17827840.0
2024-07-10 23:26:00-04:00,57347.203125,57347.203125,57347.203125,57347.203125,117497856.0
2024-07-10 23:27:00-04:00,57379.11328125,57379.11328125,57379.11328125,57379.11328125,25466880.0
2024-07-10 23:28:00-04:00,57379.1640625,57379.1640625,57379.1640625,57379.1640625,13533184.0
2024-07-10 23:29:00-04:00,57414.2578125,57414.2578125,57414.2578125,57414.2578125,45469696.0
2024-07-10 23:31:00-04:00,57405.30859375,57405.30859375,57405.30859375,57405.30859375,40947712.0
2024-07-10 23:32:00-04:00,57391.40625,57391.40625,57391.40625,57391.40625,30945280.0
2024-07-10 23:34:00-04:00,57402.796875,57402.796875,57402.796875,57402.796875,358400.0
2024-07-10 23:35:00-04:00,57414.515625,57414.515625,57414.515625,57414.515625,34627584.0
2024-07-10 23:36:00-04:00,57381.13671875,57381.13671875,57381.13671875,57381.13671875,2269184.0
2024-07-10 23:38:00-04:00,57342.80859375,57342.80859375,57342.80859375,57342.80859375,19705856.0
2024-07-10 23:40:00-04:00,57394.24609375,57394.24609375,57394.24609375,57394.24609375,2551808.0
2024-07-10 23:41:00-04:00,57386.125,57386.125,57386.125,57386.125,7677952.0
2024-07-10 23:42:00-04:00,57419.19921875,57419.19921875,57419.19921875,57419.19921875,13608960.0
2024-07-10 23:44:00-04:00,57422.12890625,57422.12890625,57422.12890625,57422.12890625,50933760.0
2024-07-10 23:46:00-04:00,57436.46484375,57436.46484375,57436.46484375,57436.46484375,5758976.0
2024-07-10 23:47:00-04:00,57417.26953125,57417.26953125,57417.26953125,57417.26953125,4913152.0
2024-07-10 23:48:00-04:00,57381.3671875,57381.3671875,57381.3671875,57381.3671875,10178560.0
2024-07-10 23:50:00-04:00,57429.23828125,57429.23828125,57429.23828125,57429.23828125,13623296.0
2024-07-10 23:56:00-04:00,57554.5859375,57554.5859375,57554.5859375,57554.5859375,3672064.0
2024-07-10 23:57:00-04:00,57544.76953125,57544.76953125,57544.76953125,57544.76953125,366592.0
2024-07-10 23:58:00-04:00,57580.734375,57580.734375,57580.734375,57580.734375,6744064.0
2024-07-10 23:59:00-04:00,57563.203125,57563.203125,57563.203125,57563.203125,9166848.0
2024-07-11 00:00:00-04:00,57556.4296875,57556.4296875,57556.4296875,57556.4296875,897024.0
2024-07-11 00:36:00-04:00,57704.55078125,57704.55078125,57704.55078125,57704.55078125,1331200.0
2024-07-11 00:38:00-04:00,57711.8359375,57711.8359375,57711.8359375,57711.8359375,308246528.0
2024-07-11 01:04:00-04:00,57779.9453125,57779.9453125,57779.9453125,57779.9453125,231424.0
2024-07-11 01:06:00-04:00,57843.05078125,57843.05078125,57843.05078125,57843.05078125,2938880.0
2024-07-11 01:15:00-04:00,57868.19140625,57868.19140625,57868.19140625,57868.19140625,153600.0
2024-07-11 01:24:00-04:00,57819.05859375,57819.05859375,57819.05859375,57819.05859375,1441792.0
2024-07-11 01:29:00-04:00,57785.51171875,57785.51171875,57785.51171875,57785.51171875,11347968.0
2024-07-11 01:33:00-04:00,57766.7734375,57766.7734375,57766.7734375,57766.7734375,3983360.0
2024-07-11 01:45:00-04:00,57923.2265625,57923.2265625,57923.2265625,57923.2265625,5668864.0
2024-07-11 01:46:00-04:00,57942.36328125,57942.36328125,57942.36328125,57942.36328125,10811392.0
2024-07-11 01:47:00-04:00,57944.26953125,57944.26953125,57944.26953125,57944.26953125,3409920.0
2024-07-11 01:48:00-04:00,57928.23046875,57928.23046875,57928.23046875,57928.23046875,6172672.0
2024-07-11 01:50:00-04:00,57921.140625,57921.140625,57921.140625,57921.140625,6582272.0
2024-07-11 01:52:00-04:00,58023.50390625,58023.50390625,58023.50390625,58023.50390625,9375744.0
2024-07-11 01:53:00-04:00,58018.58984375,58018.58984375,58018.58984375,58018.58984375,8828928.0
2024-07-11 01:55:00-04:00,57983.828125,57983.828125,57983.828125,57983.828125,19845120.0
2024-07-11 01:56:00-04:00,58018.94140625,58018.94140625,58018.94140625,58018.94140625,31803392.0
2024-07-11 01:57:00-04:00,58006.1015625,58006.1015625,58006.1015625,58006.1015625,63488.0
2024-07-11 01:59:00-04:00,58017.65625,58017.65625,58017.65625,58017.65625,18042880.0
2024-07-11 02:00:00-04:00,58002.09375,58002.09375,58002.09375,58002.09375,2625536.0
2024-07-11 02:01:00-04:00,58008.078125,58008.078125,58008.078125,58008.078125,1067008.0
2024-07-11 02:04:00-04:00,58034.1953125,58034.1953125,58034.1953125,58034.1953125,2111488.0
2024-07-11 02:06:00-04:00,58024.0390625,58024.0390625,58024.0390625,58024.0390625,673792.0
2024-07-11 02:08:00-04:00,57909.3125,57909.3125,57909.3125,57909.3125,2666496.0
2024-07-11 02:10:00-04:00,57928.84375,57928.84375,57928.84375,57928.84375,63488.0
2024-07-11 02:11:00-04:00,57931.28515625,57931.28515625,57931.28515625,57931.28515625,25528320.0
2024-07-11 02:15:00-04:00,57924.89453125,57924.89453125,57924.89453125,57924.89453125,821248.0
2024-07-11 02:18:00-04:00,57972.49609375,57972.49609375,57972.49609375,57972.49609375,2926592.0
2024-07-11 02:20:00-04:00,57939.59375,57939.59375,57939.59375,57939.59375,13109248.0
2024-07-11 02:21:00-04:00,57956.5,57956.5,57956.5,57956.5,360448.0
2024-07-11 02:34:00-04:00,57944.171875,57944.171875,57944.171875,57944.171875,1144832.0
2024-07-11 02:35:00-04:00,57941.05859375,57941.05859375,57941.05859375,57941.05859375,12644352.0
2024-07-11 02:36:00-04:00,57972.3359375,57972.3359375,57972.3359375,57972.3359375,1112064.0
2024-07-11 02:41:00-04:00,57955.91796875,57955.91796875,57955.91796875,57955.91796875,102400.0
2024-07-11 02:46:00-04:00,57969.41015625,57969.41015625,57969.41015625,57969.41015625,632832.0
2024-07-11 02:49:00-04:00,57994.21484375,57994.21484375,57994.21484375,57994.21484375,1269760.0
2024-07-11 02:51:00-04:00,58023.41796875,58023.41796875,58023.41796875,58023.41796875,2820096.0
2024-07-11 02:53:00-04:00,58016.046875,58016.046875,58016.046875,58016.046875,1673216.0
2024-07-11 02:56:00-04:00,58015.39453125,58015.39453125,58015.39453125,58015.39453125,7553024.0
2024-07-11 03:08:00-04:00,57979.10546875,57979.10546875,57979.10546875,57979.10546875,751616.0
2024-07-11 03:10:00-04:00,57942.64453125,57942.64453125,57942.64453125,57942.64453125,2091008.0
2024-07-11 03:11:00-04:00,57950.3828125,57950.3828125,57950.3828125,57950.3828125,3168256.0
2024-07-11 03:13:00-04:00,57975.30078125,57975.30078125,57975.30078125,57975.30078125,247808.0
2024-07-11 03:15:00-04:00,57994.4921875,57994.4921875,57994.4921875,57994.4921875,2482176.0
2024-07-11 03:17:00-04:00,58021.2734375,58021.2734375,58021.2734375,58021.2734375,12410880.0
2024-07-11 03:18:00-04:00,58171.875,58171.875,58171.875,58171.875,3815424.0
2024-07-11 03:20:00-04:00,58142.87109375,58142.87109375,58142.87109375,58142.87109375,50753536.0
2024-07-11 03:21:00-04:00,58120.1640625,58120.1640625,58120.1640625,58120.1640625,7972864.0
2024-07-11 03:22:00-04:00,58141.15625,58141.15625,58141.15625,58141.15625,2271232.0
2024-07-11 03:23:00-04:00,58141.70703125,58141.70703125,58141.70703125,58141.70703125,35928064.0
2024-07-11 03:24:00-04:00,58119.4375,58119.4375,58119.4375,58119.4375,3266560.0
2024-07-11 03:26:00-04:00,58146.62890625,58146.62890625,58146.62890625,58146.62890625,5689344.0
2024-07-11 03:27:00-04:00,58199.48046875,58199.48046875,58199.48046875,58199.48046875,13791232.0
2024-07-11 03:28:00-04:00,58195.34375,58195.34375,58195.34375,58195.34375,6823936.0
2024-07-11 03:29:00-04:00,58207.8046875,58207.8046875,58207.8046875,58207.8046875,28076032.0
2024-07-11 03:31:00-04:00,58198.20703125,58198.20703125,58198.20703125,58198.20703125,19202048.0
2024-07-11 03:32:00-04:00,58171.01171875,58171.01171875,58171.01171875,58171.01171875,14395392.0
2024-07-11 03:35:00-04:00,58178.5546875,58178.5546875,58178.5546875,58178.5546875,23715840.0
2024-07-11 03:36:00-04:00,58181.65234375,58181.65234375,58181.65234375,58181.65234375,4177920.0
2024-07-11 03:38:00-04:00,58130.29296875,58130.29296875,58130.29296875,58130.29296875,8003584.0
2024-07-11 03:46:00-04:00,58150.5703125,58150.5703125,58150.5703125,58150.5703125,591872.0
2024-07-11 03:51:00-04:00,58104.0546875,58104.0546875,58104.0546875,58104.0546875,6172672.0
2024-07-11 03:56:00-04:00,58227.38671875,58227.38671875,58227.38671875,58227.38671875,16152576.0
2024-07-11 03:59:00-04:00,58196.52734375,58196.52734375,58196.52734375,58196.52734375,63746048.0
2024-07-11 04:00:00-04:00,58188.9921875,58188.9921875,58188.9921875,58188.9921875,1067008.0
2024-07-11 04:01:00-04:00,58209.796875,58209.796875,58209.796875,58209.796875,219136.0
2024-07-11 04:03:00-04:00,58246.671875,58246.671875,58246.671875,58246.671875,284672.0
2024-07-11 04:05:00-04:00,58251.5703125,58251.5703125,58251.5703125,58251.5703125,14639104.0
2024-07-11 04:11:00-04:00,58297.1953125,58297.1953125,58297.1953125,58297.1953125,6057984.0
2024-07-11 04:18:00-04:00,58200.26171875,58200.26171875,58200.26171875,58200.26171875,1654784.0
2024-07-11 04:26:00-04:00,58134.640625,58134.640625,58134.640625,58134.640625,2873344.0
2024-07-11 04:27:00-04:00,58163.85546875,58163.85546875,58163.85546875,58163.85546875,1372160.0
2024-07-11 04:29:00-04:00,58163.6953125,58163.6953125,58163.6953125,58163.6953125,6643712.0
2024-07-11 04:31:00-04:00,58148.01953125,58148.01953125,58148.01953125,58148.01953125,4229120.0
2024-07-11 04:32:00-04:00,58143.03515625,58143.03515625,58143.03515625,58143.03515625,11393024.0
2024-07-11 04:35:00-04:00,58115.12890625,58115.12890625,58115.12890625,58115.12890625,4485120.0
2024-07-11 04:38:00-04:00,58130.890625,58130.890625,58130.890625,58130.890625,3430400.0
2024-07-11 04:39:00-04:00,58118.66015625,58118.66015625,58118.66015625,58118.66015625,2887680.0
2024-07-11 04:41:00-04:00,58127.734375,58127.734375,58127.734375,58127.734375,2744320.0
2024-07-11 04:42:00-04:00,58121.55859375,58121.55859375,58121.55859375,58121.55859375,24576.0
2024-07-11 04:44:00-04:00,58122.4921875,58122.4921875,58122.4921875,58122.4921875,2789376.0
2024-07-11 04:45:00-04:00,58096.6015625,58096.6015625,58096.6015625,58096.6015625,1064960.0
2024-07-11 04:48:00-04:00,58064.21875,58064.21875,58064.21875,58064.21875,2603008.0
2024-07-11 04:49:00-04:00,58070.4609375,58070.4609375,58070.4609375,58070.4609375,2877440.0
2024-07-11 04:53:00-04:00,58101.5859375,58101.5859375,58101.5859375,58101.5859375,5742592.0
2024-07-11 04:59:00-04:00,58157.6875,58157.6875,58157.6875,58157.6875,10878976.0
2024-07-11 05:03:00-04:00,58224.171875,58224.171875,58224.171875,58224.171875,1118208.0
2024-07-11 05:06:00-04:00,58234.80859375,58234.80859375,58234.80859375,58234.80859375,677888.0
2024-07-11 05:08:00-04:00,58221.48828125,58221.48828125,58221.48828125,58221.48828125,10098688.0
2024-07-11 05:09:00-04:00,58200.125,58200.125,58200.125,58200.125,325632.0
2024-07-11 05:15:00-04:00,58244.2734375,58244.2734375,58244.2734375,58244.2734375,196608.0
2024-07-11 05:17:00-04:00,58255.68359375,58255.68359375,58255.68359375,58255.68359375,5593088.0
2024-07-11 05:28:00-04:00,58338.2890625,58338.2890625,58338.2890625,58338.2890625,442368.0
2024-07-11 05:32:00-04:00,58265.10546875,58265.10546875,58265.10546875,58265.10546875,2519040.0
2024-07-11 05:33:00-04:00,58244.49609375,58244.49609375,58244.49609375,58244.49609375,774144.0
2024-07-11 05:37:00-04:00,58198.1484375,58198.1484375,58198.1484375,58198.1484375,643072.0
2024-07-11 05:39:00-04:00,58169.32421875,58169.32421875,58169.32421875,58169.32421875,6803456.0
2024-07-11 05:41:00-04:00,58153.5546875,58153.5546875,58153.5546875,58153.5546875,22159360.0
2024-07-11 05:44:00-04:00,58223.03515625,58223.03515625,58223.03515625,58223.03515625,45312000.0
2024-07-11 05:45:00-04:00,58216.58203125,58216.58203125,58216.58203125,58216.58203125,6873088.0
2024-07-11 05:46:00-04:00,58201.03125,58201.03125,58201.03125,58201.03125,6277120.0
2024-07-11 05:47:00-04:00,58156.8828125,58156.8828125,58156.8828125,58156.8828125,6418432.0
2024-07-11 05:48:00-04:00,58143.37890625,58143.37890625,58143.37890625,58143.37890625,25690112.0
2024-07-11 05:50:00-04:00,58177.25,58177.25,58177.25,58177.25,17182720.0
2024-07-11 05:51:00-04:00,58159.2890625,58159.2890625,58159.2890625,58159.2890625,1966080.0
2024-07-11 05:53:00-04:00,58194.94921875,58194.94921875,58194.94921875,58194.94921875,16691200.0
2024-07-11 05:56:00-04:00,58248.6953125,58248.6953125,58248.6953125,58248.6953125,7202816.0
2024-07-11 05:59:00-04:00,58292.12890625,58292.12890625,58292.12890625,58292.12890625,5797888.0
2024-07-11 06:00:00-04:00,58281.1328125,58281.1328125,58281.1328125,58281.1328125,1075200.0
2024-07-11 06:04:00-04:00,58464.73828125,58464.73828125,58464.73828125,58464.73828125,3883008.0
2024-07-11 06:05:00-04:00,58388.4375,58388.4375,58388.4375,58388.4375,12361728.0
2024-07-11 06:06:00-04:00,58338.73828125,58338.73828125,58338.73828125,58338.73828125,31619072.0
2024-07-11 06:08:00-04:00,58308.48828125,58308.48828125,58308.48828125,58308.48828125,67704832.0
2024-07-11 06:09:00-04:00,58286.84375,58286.84375,58286.84375,58286.84375,8720384.0
2024-07-11 06:11:00-04:00,58232.04296875,58232.04296875,58232.04296875,58232.04296875,29804544.0
2024-07-11 06:12:00-04:00,58228.96875,58228.96875,58228.96875,58228.96875,3450880.0
2024-07-11 06:14:00-04:00,58220.4609375,58220.4609375,58220.4609375,58220.4609375,12529664.0
2024-07-11 06:22:00-04:00,58270.71875,58270.71875,58270.71875,58270.71875,28100608.0
2024-07-11 06:23:00-04:00,58274.09765625,58274.09765625,58274.09765625,58274.09765625,19357696.0
2024-07-11 06:24:00-04:00,58265.85546875,58265.85546875,58265.85546875,58265.85546875,1511424.0
2024-07-11 06:26:00-04:00,58272.43359375,58272.43359375,58272.43359375,58272.43359375,15515648.0
2024-07-11 06:27:00-04:00,58274.140625,58274.140625,58274.140625,58274.140625,2953216.0
2024-07-11 06:30:00-04:00,58302.43359375,58302.43359375,58302.43359375,58302.43359375,415744.0
2024-07-11 06:35:00-04:00,58304.3203125,58304.3203125,58304.3203125,58304.3203125,10045440.0
2024-07-11 06:39:00-04:00,58352.59375,58352.59375,58352.59375,58352.59375,1128448.0
2024-07-11 06:40:00-04:00,58378.45703125,58378.45703125,58378.45703125,58378.45703125,518144.0
2024-07-11 06:42:00-04:00,58366.984375,58366.984375,58366.984375,58366.984375,1056768.0
2024-07-11 06:45:00-04:00,58379.875,58379.875,58379.875,58379.875,681984.0
2024-07-11 06:50:00-04:00,58372.75390625,58372.75390625,58372.75390625,58372.75390625,7514112.0
2024-07-11 06:54:00-04:00,58381.19140625,58381.19140625,58381.19140625,58381.19140625,690176.0
2024-07-11 06:56:00-04:00,58390.9921875,58390.9921875,58390.9921875,58390.9921875,251904.0
2024-07-11 06:57:00-04:00,58406.42578125,58406.42578125,58406.42578125,58406.42578125,7550976.0
2024-07-11 07:00:00-04:00,58443.37109375,58443.37109375,58443.37109375,58443.37109375,4272128.0
2024-07-11 07:03:00-04:00,58425.453125,58425.453125,58425.453125,58425.453125,12783616.0
2024-07-11 07:09:00-04:00,58449.20703125,58449.20703125,58449.20703125,58449.20703125,5496832.0
2024-07-11 07:11:00-04:00,58459.22265625,58459.22265625,58459.22265625,58459.22265625,6477824.0
2024-07-11 07:14:00-04:00,58487.09375,58487.09375,58487.09375,58487.09375,17096704.0
2024-07-11 07:15:00-04:00,58494.06640625,58494.06640625,58494.06640625,58494.06640625,2791424.0
2024-07-11 07:18:00-04:00,58487.625,58487.625,58487.625,58487.625,1830912.0
2024-07-11 07:23:00-04:00,58478.828125,58478.828125,58478.828125,58478.828125,10905600.0
2024-07-11 07:24:00-04:00,58481.765625,58481.765625,58481.765625,58481.765625,823296.0
2024-07-11 07:25:00-04:00,58482.05078125,58482.05078125,58482.05078125,58482.05078125,1759232.0
2024-07-11 07:35:00-04:00,58447.97265625,58447.97265625,58447.97265625,58447.97265625,1976320.0
2024-07-11 07:39:00-04:00,58583.5,58583.5,58583.5,58583.5,7712768.0
2024-07-11 07:40:00-04:00,58617.4453125,58617.4453125,58617.4453125,58617.4453125,19525632.0
2024-07-11 07:41:00-04:00,58721.2421875,58721.2421875,58721.2421875,58721.2421875,59807744.0
2024-07-11 07:44:00-04:00,58707.13671875,58707.13671875,58707.13671875,58707.13671875,135870464.0
2024-07-11 07:45:00-04:00,58704.78515625,58704.78515625,58704.78515625,58704.78515625,18491392.0
2024-07-11 07:47:00-04:00,58695.41796875,58695.41796875,58695.41796875,58695.41796875,23937024.0
2024-07-11 07:48:00-04:00,58705.72265625,58705.72265625,58705.72265625,58705.72265625,58699776.0
2024-07-11 07:50:00-04:00,58745.54296875,58745.54296875,58745.54296875,58745.54296875,20754432.0
2024-07-11 07:51:00-04:00,58739.16015625,58739.16015625,58739.16015625,58739.16015625,23080960.0
2024-07-11 07:53:00-04:00,58779.3359375,58779.3359375,58779.3359375,58779.3359375,87631872.0
2024-07-11 07:55:00-04:00,58816.66015625,58816.66015625,58816.66015625,58816.66015625,32571392.0
2024-07-11 07:56:00-04:00,58865.9765625,58865.9765625,58865.9765625,58865.9765625,35080192.0
2024-07-11 07:57:00-04:00,58834.390625,58834.390625,58834.390625,58834.390625,50114560.0
2024-07-11 07:58:00-04:00,58809.4375,58809.4375,58809.4375,58809.4375,4315136.0
2024-07-11 07:59:00-04:00,58782.01953125,58782.01953125,58782.01953125,58782.01953125,68880384.0
2024-07-11 08:00:00-04:00,58777.859375,58777.859375,58777.859375,58777.859375,13490176.0
2024-07-11 08:03:00-04:00,58659.0234375,58659.0234375,58659.0234375,58659.0234375,3434496.0
2024-07-11 08:05:00-04:00,58611.85546875,58611.85546875,58611.85546875,58611.85546875,19089408.0
2024-07-11 08:06:00-04:00,58612.50390625,58612.50390625,58612.50390625,58612.50390625,9154560.0
2024-07-11 08:08:00-04:00,58540.578125,58540.578125,58540.578125,58540.578125,7340032.0
