Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-04 20:15:00+00:00,3144.37939453125,3144.37939453125,3139.73046875,3139.73046875,3139.73046875,0
2024-05-04 20:20:00+00:00,3140.692138671875,3141.275634765625,3139.26953125,3140.206787109375,3140.206787109375,0
2024-05-04 20:25:00+00:00,3140.4658203125,3141.521240234375,3140.38671875,3140.96533203125,3140.96533203125,0
2024-05-04 20:30:00+00:00,3141.02880859375,3141.02880859375,3138.417236328125,3138.417236328125,3138.417236328125,0
2024-05-04 20:35:00+00:00,3137.045166015625,3137.045166015625,3129.867431640625,3130.239013671875,3130.239013671875,0
2024-05-04 20:40:00+00:00,3129.971435546875,3134.679931640625,3129.8125,3134.679931640625,3134.679931640625,0
2024-05-04 20:45:00+00:00,3133.28857421875,3134.729248046875,3133.28857421875,3134.21875,3134.21875,0
2024-05-04 20:50:00+00:00,3132.350341796875,3132.350341796875,3129.958740234375,3130.137451171875,3130.137451171875,0
2024-05-04 20:55:00+00:00,3129.228759765625,3130.18701171875,3128.58837890625,3128.58837890625,3128.58837890625,0
2024-05-04 21:00:00+00:00,3127.965087890625,3128.607666015625,3127.12060546875,3127.2509765625,3127.2509765625,0
2024-05-04 21:05:00+00:00,3127.238037109375,3127.611572265625,3125.652587890625,3127.611572265625,3127.611572265625,0
2024-05-04 21:10:00+00:00,3128.154541015625,3129.695068359375,3127.804931640625,3129.695068359375,3129.695068359375,7820288
2024-05-04 21:15:00+00:00,3129.6513671875,3129.862548828125,3128.083740234375,3129.862548828125,3129.862548828125,0
2024-05-04 21:20:00+00:00,3130.931396484375,3130.931396484375,3128.906494140625,3129.585693359375,3129.585693359375,0
2024-05-04 21:25:00+00:00,3129.654052734375,3130.721435546875,3129.654052734375,3130.2666015625,3130.2666015625,0
2024-05-04 21:30:00+00:00,3127.520263671875,3127.520263671875,3126.117919921875,3126.117919921875,3126.117919921875,0
2024-05-04 21:35:00+00:00,3110.150634765625,3113.906005859375,3110.150634765625,3110.339111328125,3110.339111328125,19386880
2024-05-04 21:40:00+00:00,3113.006591796875,3114.64892578125,3111.693359375,3114.64892578125,3114.64892578125,24230400
2024-05-04 21:45:00+00:00,3116.281005859375,3118.696533203125,3116.281005859375,3118.696533203125,3118.696533203125,4706304
2024-05-04 21:50:00+00:00,3118.87744140625,3127.508056640625,3118.87744140625,3127.508056640625,3127.508056640625,7325696
2024-05-04 21:55:00+00:00,3122.005615234375,3122.005615234375,3120.112060546875,3120.34033203125,3120.34033203125,9932800
2024-05-04 22:00:00+00:00,3121.695068359375,3122.424560546875,3119.415771484375,3119.415771484375,3119.415771484375,0
2024-05-04 22:05:00+00:00,3118.395751953125,3120.10205078125,3117.21630859375,3117.21630859375,3117.21630859375,0
2024-05-04 22:10:00+00:00,3117.15771484375,3117.819580078125,3116.2080078125,3117.145263671875,3117.145263671875,740864
2024-05-04 22:15:00+00:00,3116.86669921875,3116.86669921875,3112.147216796875,3112.147216796875,3112.147216796875,0
2024-05-04 22:20:00+00:00,3112.561767578125,3115.452880859375,3112.561767578125,3114.128662109375,3114.128662109375,0
2024-05-04 22:25:00+00:00,3114.1611328125,3114.9208984375,3113.58154296875,3114.9208984375,3114.9208984375,0
2024-05-04 22:30:00+00:00,3113.481201171875,3115.023193359375,3113.481201171875,3114.71630859375,3114.71630859375,0
2024-05-04 22:35:00+00:00,3114.9365234375,3114.9365234375,3112.408447265625,3112.713134765625,3112.713134765625,0
2024-05-04 22:40:00+00:00,3112.220947265625,3112.220947265625,3109.289306640625,3109.289306640625,3109.289306640625,0
2024-05-04 22:45:00+00:00,3109.91845703125,3110.838134765625,3109.771240234375,3110.634033203125,3110.634033203125,0
2024-05-04 22:50:00+00:00,3108.84716796875,3111.316650390625,3108.6748046875,3109.872802734375,3109.872802734375,0
2024-05-04 22:55:00+00:00,3107.874267578125,3107.874267578125,3107.050048828125,3107.7431640625,3107.7431640625,11471360
2024-05-04 23:00:00+00:00,3107.88720703125,3109.038818359375,3107.334228515625,3109.038818359375,3109.038818359375,0
2024-05-04 23:05:00+00:00,3110.214111328125,3112.6376953125,3110.0498046875,3112.6376953125,3112.6376953125,0
2024-05-04 23:10:00+00:00,3112.179931640625,3113.941162109375,3112.135009765625,3113.68359375,3113.68359375,0
2024-05-04 23:15:00+00:00,3114.151611328125,3114.778564453125,3113.6005859375,3114.778564453125,3114.778564453125,0
2024-05-04 23:20:00+00:00,3115.943359375,3117.515380859375,3115.266357421875,3117.515380859375,3117.515380859375,0
2024-05-04 23:25:00+00:00,3117.6494140625,3119.12646484375,3117.6494140625,3117.796142578125,3117.796142578125,0
2024-05-04 23:30:00+00:00,3118.09423828125,3118.802734375,3118.09423828125,3118.802734375,3118.802734375,0
2024-05-04 23:35:00+00:00,3118.57861328125,3118.935302734375,3117.693115234375,3118.935302734375,3118.935302734375,0
2024-05-04 23:40:00+00:00,3117.706787109375,3118.14208984375,3117.706787109375,3117.855712890625,3117.855712890625,0
2024-05-04 23:45:00+00:00,3115.48583984375,3116.609375,3115.48583984375,3116.253173828125,3116.253173828125,0
2024-05-04 23:50:00+00:00,3116.41357421875,3116.41357421875,3115.327880859375,3115.327880859375,3115.327880859375,0
2024-05-04 23:55:00+00:00,3117.906494140625,3117.906494140625,3117.070556640625,3117.72021484375,3117.72021484375,0
2024-05-05 00:00:00+00:00,3117.541015625,3120.49609375,3117.541015625,3117.593505859375,3117.593505859375,0
2024-05-05 00:05:00+00:00,3116.575439453125,3116.575439453125,3115.46875,3116.147216796875,3116.147216796875,3663872
2024-05-05 00:10:00+00:00,3116.295654296875,3118.056884765625,3116.295654296875,3118.056884765625,3118.056884765625,0
2024-05-05 00:15:00+00:00,3118.896728515625,3120.850341796875,3117.578369140625,3117.578369140625,3117.578369140625,9041408
2024-05-05 00:20:00+00:00,3119.8466796875,3122.260498046875,3119.8466796875,3121.7177734375,3121.7177734375,0
2024-05-05 00:25:00+00:00,3121.0068359375,3125.563720703125,3121.0068359375,3125.563720703125,3125.563720703125,4097024
2024-05-05 00:30:00+00:00,3123.772216796875,3123.772216796875,3114.177734375,3114.177734375,3114.177734375,13003776
2024-05-05 00:35:00+00:00,3111.227294921875,3111.227294921875,3099.10546875,3101.012939453125,3101.012939453125,62286336
2024-05-05 00:40:00+00:00,3100.245361328125,3101.219482421875,3093.391357421875,3093.391357421875,3093.391357421875,68573696
2024-05-05 00:45:00+00:00,3095.786865234375,3105.070556640625,3095.786865234375,3105.070556640625,3105.070556640625,38395392
2024-05-05 00:50:00+00:00,3107.8857421875,3107.8857421875,3105.952392578125,3106.352294921875,3106.352294921875,20013056
2024-05-05 00:55:00+00:00,3106.8427734375,3109.335693359375,3106.8427734375,3108.9716796875,3108.9716796875,1443328
2024-05-05 01:00:00+00:00,3108.926025390625,3111.599853515625,3108.191162109375,3110.383056640625,3110.383056640625,0
2024-05-05 01:05:00+00:00,3111.013671875,3113.571533203125,3111.013671875,3113.571533203125,3113.571533203125,0
2024-05-05 01:10:00+00:00,3114.13525390625,3114.13525390625,3103.07861328125,3103.07861328125,3103.07861328125,0
2024-05-05 01:15:00+00:00,3100.665771484375,3100.665771484375,3096.8359375,3098.019775390625,3098.019775390625,33702912
2024-05-05 01:20:00+00:00,3097.336669921875,3097.336669921875,3089.946533203125,3089.946533203125,3089.946533203125,51518464
2024-05-05 01:25:00+00:00,3092.776611328125,3092.776611328125,3086.794189453125,3091.81640625,3091.81640625,32389120
